State,District,Year,Quater,Transaction_count,Transaction_amount
rajasthan,jhalawar district,2023,4,16678568,24152295586.0
rajasthan,alwar district,2023,4,90398765,122187805239.0
rajasthan,kota district,2023,4,54374028,67851721970.0
rajasthan,jhunjhunu district,2023,4,33718419,61781085762.0
sikkim,south district,2018,1,11355,16098282.748140384
sikkim,west district,2018,1,4845,7468491.334182342
sikkim,east district,2018,1,24432,35907388.054869555
sikkim,north district,2018,1,3446,5176776.803176152
sikkim,south district,2018,2,16740,27651617.534535274
sikkim,west district,2018,2,10671,19368446.48352459
sikkim,east district,2018,2,40432,83823658.19224699
sikkim,north district,2018,2,6735,12849363.319488723
sikkim,south district,2018,3,24662,40036375.9623436
sikkim,west district,2018,3,14121,33797876.56771384
sikkim,east district,2018,3,59571,133322127.02823457
sikkim,north district,2018,3,10146,27923847.395025603
sikkim,south district,2018,4,34495,60113689.048481904
sikkim,west district,2018,4,19567,51859359.64770544
sikkim,east district,2018,4,84485,216960325.35148895
sikkim,north district,2018,4,15986,54207984.03057738
sikkim,south district,2019,1,47506,76869333.72007152
sikkim,west district,2019,1,21489,46329216.02416058
sikkim,east district,2019,1,155482,291845617.9832262
sikkim,north district,2019,1,15810,42949466.656635895
sikkim,south district,2019,2,45712,82937894.82004634
sikkim,west district,2019,2,26024,63325567.8423853
sikkim,east district,2019,2,297652,538259507.8024242
sikkim,north district,2019,2,18856,54371272.971085116
sikkim,south district,2019,3,61142,106415589.26391001
sikkim,west district,2019,3,33550,66514136.575647816
sikkim,east district,2019,3,429201,643298304.6767757
sikkim,north district,2019,3,28543,68488417.92409426
sikkim,south district,2019,4,73099,121803196.14604722
sikkim,west district,2019,4,43955,92445262.76900172
sikkim,east district,2019,4,616761,877636921.1534436
sikkim,north district,2019,4,33255,84624221.58772576
sikkim,south district,2020,1,82456,138401236.4081525
sikkim,west district,2020,1,49913,100981561.51060593
sikkim,east district,2020,1,360279,729478141.5689781
sikkim,north district,2020,1,35470,84615332.45666516
sikkim,south district,2020,2,95669,152837659.21956825
sikkim,west district,2020,2,69860,121265798.69496223
sikkim,east district,2020,2,304581,653853477.4965272
sikkim,north district,2020,2,47621,126661852.85020877
sikkim,south district,2020,3,104888,202497013.7266165
sikkim,west district,2020,3,79994,165556236.37028116
sikkim,east district,2020,3,353881,869648385.4220288
sikkim,north district,2020,3,57672,163225093.14147198
sikkim,south district,2020,4,130339,292804584.22659683
sikkim,west district,2020,4,95163,245657098.12953633
sikkim,east district,2020,4,428732,1129627876.1171591
sikkim,north district,2020,4,80801,251186246.6496318
sikkim,south district,2021,1,127233,310128541.24028677
sikkim,west district,2021,1,88532,254432217.49525508
sikkim,east district,2021,1,516158,1432658383.1323361
sikkim,north district,2021,1,68266,220448584.97284672
sikkim,south district,2021,2,157530,344012187.23706484
sikkim,west district,2021,2,102322,248942844.2100811
sikkim,east district,2021,2,635504,1575867390.7924504
sikkim,north district,2021,2,81358,256077157.4357005
sikkim,south district,2021,3,188063,416609481.70282745
sikkim,west district,2021,3,116665,312940476.16548187
sikkim,east district,2021,3,757493,1937906268.9017417
sikkim,north district,2021,3,98373,321880637.03834116
sikkim,south district,2021,4,238464,546711693.4617904
sikkim,west district,2021,4,146397,436365769.14490384
sikkim,east district,2021,4,1071092,2791933180.3838186
sikkim,north district,2021,4,128392,421772618.6452949
sikkim,south district,2022,1,281076,619438912.3531296
sikkim,west district,2022,1,165446,468296204.3106276
sikkim,east district,2022,1,1173942,2887894588.7435055
sikkim,north district,2022,1,123838,391801570.4561584
sikkim,south district,2022,2,391808,756330708.2028978
sikkim,west district,2022,2,215921,578171483.8935819
sikkim,east district,2022,2,1540255,3736097005.542384
sikkim,north district,2022,2,174097,540506472.6682708
sikkim,south district,2022,3,406488,760409362.3196087
sikkim,west district,2022,3,204845,503543689.90772784
sikkim,east district,2022,3,1604446,3375012613.0491495
sikkim,north district,2022,3,180979,523914878.6149709
sikkim,south district,2022,4,410951,731151545.284701
sikkim,west district,2022,4,222875,569473212.1510196
sikkim,east district,2022,4,2227237,4615052808.218626
sikkim,north district,2022,4,197276,542707823.7654651
sikkim,south district,2023,1,686864,1130114141.0
sikkim,west district,2023,1,368967,853504549.0
sikkim,east district,2023,1,2050840,4070142377.0
sikkim,north district,2023,1,289457,708806955.0
sikkim,south district,2023,2,866355,1313893353.0
sikkim,west district,2023,2,468073,1009668241.0
sikkim,east district,2023,2,2681672,5266694395.0
sikkim,north district,2023,2,396867,990094447.0
sikkim,south district,2023,3,981509,1367211496.0
sikkim,west district,2023,3,518786,961549678.0
sikkim,east district,2023,3,2877345,4826863273.0
sikkim,north district,2023,3,427297,951612974.0
sikkim,south district,2023,4,992717,1473748906.0
sikkim,west district,2023,4,559933,1099388405.0
sikkim,east district,2023,4,2941915,5169011224.0
sikkim,north district,2023,4,362759,848459936.0
tamil-nadu,tiruchirappalli district,2018,1,149186,262528157.21513474
tamil-nadu,ramanathapuram district,2018,1,24581,45696810.24106984
tamil-nadu,krishnagiri district,2018,1,153618,253907426.24551624
tamil-nadu,cuddalore district,2018,1,89956,139521484.6215473
tamil-nadu,kancheepuram district,2018,1,308279,538409899.0029244
tamil-nadu,tiruppur district,2018,1,239740,423271979.6901945
tamil-nadu,dharmapuri district,2018,1,63975,104176495.50900334
tamil-nadu,thoothukkudi district,2018,1,37172,55782894.98005988
tamil-nadu,thanjavur district,2018,1,88574,145796314.2349676
tamil-nadu,madurai district,2018,1,129858,232151304.34595776
tamil-nadu,tiruvannamalai district,2018,1,72372,91216191.60044219
tamil-nadu,salem district,2018,1,219916,375963971.67826045
tamil-nadu,nagapattinam district,2018,1,25394,46160213.432165846
tamil-nadu,tirupathur district,2018,1,38799,56805034.731481194
tamil-nadu,ariyalur district,2018,1,16068,28339477.987306528
tamil-nadu,chennai district,2018,1,2656230,4281137762.522443
tamil-nadu,the nilgiris district,2018,1,29334,55552425.89904122
tamil-nadu,erode district,2018,1,114560,198072372.78111735
tamil-nadu,karur district,2018,1,42198,76141519.7297589
tamil-nadu,kallakkurichi district,2018,1,32666,53643331.73237315
tamil-nadu,viluppuram district,2018,1,59239,96341148.1997363
tamil-nadu,pudukkottai district,2018,1,35973,65083487.93183671
tamil-nadu,perambalur district,2018,1,13293,19364164.454744175
tamil-nadu,coimbatore district,2018,1,533919,913824434.6276875
tamil-nadu,virudhunagar district,2018,1,40154,64399880.89336612
tamil-nadu,dindigul district,2018,1,65863,118771377.44963284
tamil-nadu,sivaganga district,2018,1,34130,63944318.44032206
tamil-nadu,tenkasi district,2018,1,24822,39439630.85720312
tamil-nadu,chengalpattu district,2018,1,569483,1030187164.971631
tamil-nadu,kanniyakumari district,2018,1,44474,72304912.26185375
tamil-nadu,tirunelveli district,2018,1,50976,96759984.01749644
tamil-nadu,thiruvallur district,2018,1,413340,730210413.6566752
tamil-nadu,theni district,2018,1,33275,54074355.481018536
tamil-nadu,ranipet district,2018,1,50346,68782429.03208953
tamil-nadu,namakkal district,2018,1,99497,178022610.2001903
tamil-nadu,vellore district,2018,1,104902,153394007.93803328
tamil-nadu,thiruvarur district,2018,1,20460,32378308.922213852
tamil-nadu,tiruchirappalli district,2018,2,245903,507249777.35516965
tamil-nadu,ramanathapuram district,2018,2,41164,95315460.36915746
tamil-nadu,krishnagiri district,2018,2,240421,518922355.15062875
tamil-nadu,cuddalore district,2018,2,135570,254106751.89937544
tamil-nadu,kancheepuram district,2018,2,460276,926687779.5176952
tamil-nadu,tiruppur district,2018,2,391330,829169121.0692806
tamil-nadu,dharmapuri district,2018,2,98177,198033255.21591768
tamil-nadu,thoothukkudi district,2018,2,59562,110287284.95387965
tamil-nadu,thanjavur district,2018,2,124870,260046384.13307607
tamil-nadu,madurai district,2018,2,213788,460415565.2125236
tamil-nadu,tiruvannamalai district,2018,2,103318,171723407.40219554
tamil-nadu,salem district,2018,2,333175,709542959.1656411
tamil-nadu,nagapattinam district,2018,2,41103,86466039.58831242
tamil-nadu,tirupathur district,2018,2,58068,115249602.29332027
tamil-nadu,ariyalur district,2018,2,26224,55081294.94754556
tamil-nadu,chennai district,2018,2,3719593,7305357440.752291
tamil-nadu,the nilgiris district,2018,2,55793,110994324.5565857
tamil-nadu,erode district,2018,2,175257,367928461.655128
tamil-nadu,karur district,2018,2,66337,137504455.94265643
tamil-nadu,kallakkurichi district,2018,2,52388,103911012.30379987
tamil-nadu,viluppuram district,2018,2,90084,170473508.6967556
tamil-nadu,pudukkottai district,2018,2,58403,120759489.75059341
tamil-nadu,perambalur district,2018,2,20977,37294395.57430517
tamil-nadu,coimbatore district,2018,2,871802,1722112067.157432
tamil-nadu,virudhunagar district,2018,2,65145,129048297.69581088
tamil-nadu,dindigul district,2018,2,115319,243396384.034788
tamil-nadu,sivaganga district,2018,2,55874,121656962.22527634
tamil-nadu,tenkasi district,2018,2,44391,87372014.16415915
tamil-nadu,chengalpattu district,2018,2,829689,1681243536.8538094
tamil-nadu,kanniyakumari district,2018,2,72489,140282942.11909088
tamil-nadu,tirunelveli district,2018,2,78667,174732671.09402937
tamil-nadu,thiruvallur district,2018,2,615860,1281039198.6235366
tamil-nadu,theni district,2018,2,51064,112377995.92241687
tamil-nadu,ranipet district,2018,2,71093,136204501.10028955
tamil-nadu,namakkal district,2018,2,145248,321879409.9592361
tamil-nadu,vellore district,2018,2,130871,264336044.71696758
tamil-nadu,thiruvarur district,2018,2,32835,57642123.094607845
tamil-nadu,tiruchirappalli district,2018,3,342744,723073924.7012352
tamil-nadu,ramanathapuram district,2018,3,60779,131442381.56311962
tamil-nadu,krishnagiri district,2018,3,421247,853575950.8987744
tamil-nadu,cuddalore district,2018,3,187987,378478273.94431186
tamil-nadu,kancheepuram district,2018,3,766192,1416878619.3813162
tamil-nadu,tiruppur district,2018,3,583538,1259741718.0399766
tamil-nadu,dharmapuri district,2018,3,147916,329348880.6186586
tamil-nadu,thoothukkudi district,2018,3,89821,169828310.26753742
tamil-nadu,thanjavur district,2018,3,278585,420498499.66842806
tamil-nadu,madurai district,2018,3,322515,702347696.9219126
tamil-nadu,tiruvannamalai district,2018,3,147281,281481591.55415595
tamil-nadu,salem district,2018,3,484460,980781000.3982489
tamil-nadu,nagapattinam district,2018,3,62869,130013330.05042389
tamil-nadu,tirupathur district,2018,3,81720,169304781.62115565
tamil-nadu,ariyalur district,2018,3,38743,96680828.6822369
tamil-nadu,chennai district,2018,3,5887343,10122319547.137985
tamil-nadu,the nilgiris district,2018,3,103580,182889097.67500186
tamil-nadu,erode district,2018,3,266272,545919227.8032167
tamil-nadu,karur district,2018,3,96467,215593652.68871722
tamil-nadu,kallakkurichi district,2018,3,74082,159528291.06900036
tamil-nadu,viluppuram district,2018,3,131381,258888256.93736243
tamil-nadu,pudukkottai district,2018,3,88258,194004461.88954094
tamil-nadu,perambalur district,2018,3,30141,63352508.73676075
tamil-nadu,coimbatore district,2018,3,1469560,2559173878.2111635
tamil-nadu,virudhunagar district,2018,3,93460,204113703.48230138
tamil-nadu,dindigul district,2018,3,169183,369315588.0269084
tamil-nadu,sivaganga district,2018,3,83843,201469521.91582698
tamil-nadu,tenkasi district,2018,3,79752,137939888.59062338
tamil-nadu,chengalpattu district,2018,3,1337462,2362109205.940035
tamil-nadu,kanniyakumari district,2018,3,98676,207727734.9880998
tamil-nadu,tirunelveli district,2018,3,129280,265496869.79783598
tamil-nadu,thiruvallur district,2018,3,957503,1926378414.6646476
tamil-nadu,theni district,2018,3,74842,164986424.99007934
tamil-nadu,ranipet district,2018,3,104100,201826720.65354246
tamil-nadu,namakkal district,2018,3,226575,464581650.0613854
tamil-nadu,vellore district,2018,3,209932,386936905.8516408
tamil-nadu,thiruvarur district,2018,3,45989,92064901.75965646
tamil-nadu,tiruchirappalli district,2018,4,521026,1117403132.5568237
tamil-nadu,ramanathapuram district,2018,4,90608,207229163.59488797
tamil-nadu,krishnagiri district,2018,4,593519,1260396240.123799
tamil-nadu,cuddalore district,2018,4,294247,572315407.3945904
tamil-nadu,kancheepuram district,2018,4,1161731,2100098547.5513415
tamil-nadu,tiruppur district,2018,4,811860,1780229997.978594
tamil-nadu,dharmapuri district,2018,4,247249,536806090.4126581
tamil-nadu,thoothukkudi district,2018,4,141155,272818734.99014145
tamil-nadu,thanjavur district,2018,4,278646,542255739.7365916
tamil-nadu,madurai district,2018,4,474612,1067216902.8803706
tamil-nadu,tiruvannamalai district,2018,4,242571,468651175.40105104
tamil-nadu,salem district,2018,4,696312,1471377592.2860992
tamil-nadu,nagapattinam district,2018,4,96224,186021593.00365686
tamil-nadu,tirupathur district,2018,4,143871,291583053.69241124
tamil-nadu,ariyalur district,2018,4,62904,129214698.20491128
tamil-nadu,chennai district,2018,4,8007699,14632395110.56675
tamil-nadu,the nilgiris district,2018,4,134481,283004973.0986871
tamil-nadu,erode district,2018,4,386966,835595470.3091648
tamil-nadu,karur district,2018,4,146709,306020888.9052894
tamil-nadu,kallakkurichi district,2018,4,126126,268522823.9222555
tamil-nadu,viluppuram district,2018,4,214391,408880677.54296046
tamil-nadu,pudukkottai district,2018,4,138821,301769878.2607471
tamil-nadu,perambalur district,2018,4,50639,104392907.13353652
tamil-nadu,coimbatore district,2018,4,1902305,3656789906.019909
tamil-nadu,virudhunagar district,2018,4,157442,327805716.231165
tamil-nadu,dindigul district,2018,4,243534,559786657.1867274
tamil-nadu,sivaganga district,2018,4,128594,293589030.5548705
tamil-nadu,tenkasi district,2018,4,106431,205216635.26106253
tamil-nadu,chengalpattu district,2018,4,1974233,3371036660.915929
tamil-nadu,kanniyakumari district,2018,4,151693,344942162.4855958
tamil-nadu,tirunelveli district,2018,4,167911,383033218.902779
tamil-nadu,thiruvallur district,2018,4,1578958,2979682370.963098
tamil-nadu,theni district,2018,4,113542,276985851.74035156
tamil-nadu,ranipet district,2018,4,185758,354380535.4720969
tamil-nadu,namakkal district,2018,4,297669,682145913.4085293
tamil-nadu,vellore district,2018,4,311703,577960235.4731153
tamil-nadu,thiruvarur district,2018,4,75304,144518281.7328139
tamil-nadu,tiruchirappalli district,2019,1,739515,1460934059.6618776
tamil-nadu,ramanathapuram district,2019,1,117510,261212990.57586715
tamil-nadu,krishnagiri district,2019,1,848874,1549327562.4754324
tamil-nadu,cuddalore district,2019,1,371882,699951874.4703772
tamil-nadu,kancheepuram district,2019,1,1732340,2735468905.1703753
tamil-nadu,tiruppur district,2019,1,1078231,2186722074.262658
tamil-nadu,dharmapuri district,2019,1,331500,668652808.0588444
tamil-nadu,thoothukkudi district,2019,1,180015,359895560.1460023
tamil-nadu,thanjavur district,2019,1,405498,669639245.9756603
tamil-nadu,madurai district,2019,1,662080,1386372054.5139372
tamil-nadu,tiruvannamalai district,2019,1,335517,587600686.1729097
tamil-nadu,salem district,2019,1,949562,1916555034.6953974
tamil-nadu,nagapattinam district,2019,1,124400,244377942.67220742
tamil-nadu,tirupathur district,2019,1,202883,385038982.587596
tamil-nadu,ariyalur district,2019,1,73816,152352863.72042736
tamil-nadu,chennai district,2019,1,11642449,18810971714.51368
tamil-nadu,the nilgiris district,2019,1,158492,309832942.56843877
tamil-nadu,erode district,2019,1,530256,1057858607.532634
tamil-nadu,karur district,2019,1,185137,377068327.0145311
tamil-nadu,kallakkurichi district,2019,1,156496,337609667.69771576
tamil-nadu,viluppuram district,2019,1,286859,514030368.828369
tamil-nadu,pudukkottai district,2019,1,184227,348619009.32284886
tamil-nadu,perambalur district,2019,1,67010,140622320.1727047
tamil-nadu,coimbatore district,2019,1,2709665,5072064993.630945
tamil-nadu,virudhunagar district,2019,1,222473,434593501.068418
